job_id,job_title,job_url,datetime,status,error_message
cec78207-241f-411f-938e-713fdd02cd2a,"GenAI Solutions Engineer, (LLM, AI, Full stack SME) - EXCEL CONSULTANTS - Remote",https://www.dice.com/job-detail/cec78207-241f-411f-938e-713fdd02cd2a?filters.easyApply=true&filters.postedDate=THREE&filters.employmentType=CONTRACTS|THIRD_PARTY&filters.employerType=Direct+Hire|Recruiter&filters.workplaceTypes=Remote&location=Denver%2C+USA&q=Full+Stack+AI+Engineer,2025-05-16 11:38:00,failed,evaluate_and_apply returned False
d9bc6ab7-4055-486f-9787-46fcfc55dd0a,Python Developer - W2 - Remote (Posted by SAM) - Global Force USA - Remote,https://www.dice.com/job-detail/d9bc6ab7-4055-486f-9787-46fcfc55dd0a?filters.easyApply=true&filters.postedDate=THREE&filters.employmentType=CONTRACTS|THIRD_PARTY&filters.employerType=Direct+Hire|Recruiter&filters.workplaceTypes=Remote&location=Denver%2C+USA&q=Python+Developer,2025-05-16 11:52:32,failed,evaluate_and_apply returned False
33e70e25-4024-4414-a56f-560292f82090,https://www.dice.com/job-detail/33e70e25-4024-4414-a56f-560292f82090?filters.easyApply=true&filters.postedDate=THREE&filters.employmentType=CONTRACTS|THIRD_PARTY&filters.employerType=Direct+Hire|Recruiter&filters.workplaceTypes=Remote&location=Denver%2C+USA&q=Python+Developer,https://www.dice.com/job-detail/33e70e25-4024-4414-a56f-560292f82090?filters.easyApply=true&filters.postedDate=THREE&filters.employmentType=CONTRACTS|THIRD_PARTY&filters.employerType=Direct+Hire|Recruiter&filters.workplaceTypes=Remote&location=Denver%2C+USA&q=Python+Developer,2025-05-16 11:55:05,page_error,"Page navigation/load error: Page.goto: Timeout 30000ms exceeded.
Call log:
navigating to ""https://www.dice.com/job-detail/33e70e25-4024-4414-a56f-560292f82090?filters.easyApply=true&filters.postedDate=THREE&filters.employmentType=CONTRACTS|THIRD_PARTY&filters.employerType=Direct+Hire|Recruiter&filters.workplaceTypes=Remote&location=Denver%2C+USA&q=Python+Developer"", waiting until ""load""
"
33e70e25-4024-4414-a56f-560292f82090,"W2- Python developer - Covetus, LLC - Remote",https://www.dice.com/job-detail/33e70e25-4024-4414-a56f-560292f82090?filters.easyApply=true&filters.postedDate=THREE&filters.employmentType=CONTRACTS|THIRD_PARTY&filters.employerType=Direct+Hire|Recruiter&filters.workplaceTypes=Remote&location=Denver%2C+USA&q=Python+Developer,2025-05-16 11:55:35,failed,evaluate_and_apply returned False
18afa93b-e5d2-4df7-b63e-37fb5cf8475e,Backend Developer Python - Paul May & Associates - Remote,https://www.dice.com/job-detail/18afa93b-e5d2-4df7-b63e-37fb5cf8475e?filters.easyApply=true&filters.postedDate=THREE&filters.employmentType=CONTRACTS|THIRD_PARTY&filters.employerType=Direct+Hire|Recruiter&filters.workplaceTypes=Remote&location=Denver%2C+USA&q=Python+Developer,2025-05-16 11:55:43,failed,evaluate_and_apply returned False
7f5f33aa-2d83-4085-8712-ebd202bb3fe1,https://www.dice.com/job-detail/7f5f33aa-2d83-4085-8712-ebd202bb3fe1?filters.easyApply=true&filters.postedDate=THREE&filters.employmentType=CONTRACTS|THIRD_PARTY&filters.employerType=Direct+Hire|Recruiter&filters.workplaceTypes=Remote&location=Denver%2C+USA&q=Python+Developer,https://www.dice.com/job-detail/7f5f33aa-2d83-4085-8712-ebd202bb3fe1?filters.easyApply=true&filters.postedDate=THREE&filters.employmentType=CONTRACTS|THIRD_PARTY&filters.employerType=Direct+Hire|Recruiter&filters.workplaceTypes=Remote&location=Denver%2C+USA&q=Python+Developer,2025-05-16 11:57:32,page_error,"Page navigation/load error: Page.goto: Timeout 30000ms exceeded.
Call log:
navigating to ""https://www.dice.com/job-detail/7f5f33aa-2d83-4085-8712-ebd202bb3fe1?filters.easyApply=true&filters.postedDate=THREE&filters.employmentType=CONTRACTS|THIRD_PARTY&filters.employerType=Direct+Hire|Recruiter&filters.workplaceTypes=Remote&location=Denver%2C+USA&q=Python+Developer"", waiting until ""load""
"
7f5f33aa-2d83-4085-8712-ebd202bb3fe1,"Go Lang Developer with Networking and Python exp(Remote) in PST Time - TESTINGXPERTS, INC. DBA DAMCOSOFT - Remote",https://www.dice.com/job-detail/7f5f33aa-2d83-4085-8712-ebd202bb3fe1?filters.easyApply=true&filters.postedDate=THREE&filters.employmentType=CONTRACTS|THIRD_PARTY&filters.employerType=Direct+Hire|Recruiter&filters.workplaceTypes=Remote&location=Denver%2C+USA&q=Python+Developer,2025-05-16 11:58:02,failed,evaluate_and_apply returned False
94bb4080-0c83-4796-9486-b8f83ae6ad80,"AI Engineers with Python and Azure - US - Apolis - Remote, NJ",https://www.dice.com/job-detail/94bb4080-0c83-4796-9486-b8f83ae6ad80?filters.easyApply=true&filters.postedDate=THREE&filters.employmentType=CONTRACTS|THIRD_PARTY&filters.employerType=Direct+Hire|Recruiter&filters.workplaceTypes=Remote&location=Denver%2C+USA&q=Python+Developer,2025-05-16 11:58:09,failed,evaluate_and_apply returned False
c4dc6c12-aa30-44f9-a32e-86bd535668a0,"Lead AI Engineers with Python and Azure - US - Apolis - Remote, NJ",https://www.dice.com/job-detail/c4dc6c12-aa30-44f9-a32e-86bd535668a0?filters.easyApply=true&filters.postedDate=THREE&filters.employmentType=CONTRACTS|THIRD_PARTY&filters.employerType=Direct+Hire|Recruiter&filters.workplaceTypes=Remote&location=Denver%2C+USA&q=Python+Developer,2025-05-16 11:59:55,failed,evaluate_and_apply returned False
14ffad08-b5ef-47f1-9047-f6356b8bcd59,"Lead Data Engineer with Snowlfake, AWS, Python, SQL - Marici Solutions - Remote",https://www.dice.com/job-detail/14ffad08-b5ef-47f1-9047-f6356b8bcd59?filters.easyApply=true&filters.postedDate=THREE&filters.employmentType=CONTRACTS|THIRD_PARTY&filters.employerType=Direct+Hire|Recruiter&filters.workplaceTypes=Remote&location=Denver%2C+USA&q=Python+Developer,2025-05-16 12:02:28,success,
